Title	Continent	ConName	Country	NationName	State	StateName	Lat	Long	Subject	SubSubject	URL
"Results of archaeological investigations for the proposed Sugarland Ranch levee and detention ponds project, Fort Bend County, Texas / prepared by Kevin A. Miller, Brandon S. Young, Sue Moss, Ken Lawrence, and Steve Carpenter ; principal investigator Kevi"	n	North America	us	United States	tx	Texas	31.2433	-99.4583	E	7	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691921
"Screening the public sphere : media and democracy in India / Saima Saeed. "	a	Asia	ii	India	--		20	77	P	N	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691922
"Polemical Austria : the rhetorics of national identity : from empire to the second republic / Anthony Bushell. "	e	Europe	au	Austria	--		47.3333	13.3333	D	B	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692140
"Transcultural encounters : gender and genre in Franco-Maghrebi art / Siobha¿¿n Shilton. "	e	Europe	fr	France	--		46	2	N	X	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692144
"London's underground spaces : representing the Victorian city, 1840-1915 / Haewon Hwang. "	e	Europe	uk	Great Britain	en		54	-2	P	R	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692147
"Never built Los Angeles / Greg Goldin, Sam Lubell ; foreword by Thom Mayne. "	n	North America	us	United States	ca	California	34.815	-92.3017	N	A	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692226
"Bernar Venet : 1961-2012 : paintings = peintures = dipinti. "	e	Europe	fr	France	--		46	2	N	D	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692231
"Bundesverwaltungsgericht - bauen fu¿¿r die Justiz = Tribunal administratif fe¿¿de¿¿ral - e¿¿difier pour la justice = Tribunale amminstrativo federale - edificare per la giustizia / Staufer & Hasler Architekten ; herausgegeben im Auftrag des Kantons St. Ga"	e	Europe	sz	Switzerland	--		47	8	N	A	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692235
"Connecticut Yankees at Antietam / John Banks. "	n	North America	us	United States	md	Maryland	39.4417	-77.3717	E	4	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692236
"Karl Karner, Linda Samaraweerova : Greenkasten / [Herausgeber: Karl Karner und Linda Samaraweerova¿¿ ; Texte: Sandra Noeth, Cornelia Offergeld, Helmut Ploebst, Florian Steininger ; U¿¿bersetzungen: David Ender, Abigail Prohaska = Editors, Karl Karner und "	e	Europe	au	Austria	--		47.3333	13.3333	N	X	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692242
"Mexico's once and future revolution : social upheaval and the challenge of rule since the late nineteenth century / Gilbert M. Joseph and Ju¿¿rgen Buchenau. "	n	North America	mx	Mexico	--		23	-102	F	1	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692244
"Bastard pleasure / Sea¿¿n McGrady. "	e	Europe	uk	Great Britain	ni		54	-2	P	R	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692248
"Changing minds or changing channels? : partisan news in an age of choice / Kevin Arceneaux and Martin Johnson. "	n	North America	us	United States	--		38	-97	P	N	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692250
"Charlie one five : a Marine company's Vietnam War / Nicholas Warr ; foreword by Scott Nelson. "	n	North America	us	United States	--		38	-97	D	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692251
"Fictive kinship : family reunification and the meaning of race and nation in American immigration / Catherine Lee. "	n	North America	us	United States	--		38	-97	H	V	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692256
"Ruth First and Joe Slovo in the war against apartheid / Alan Wieder ; foreword by Nadine Gordimer. "	f	Africa	sa	South Africa	--		-29	24	D	T	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692267
"Science before Socrates : Parmenides, Anaxagoras, and the new astronomy / Daniel W. Graham. "	e	Europe	gr	Greece	--		39	22	Q	B	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692268
"African drumming : the history and continuity of African drumming traditions / Modesto Amegago. "	f	Africa	--		--		2.378	16.063	M	L	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692273
"Aksum and Nubia : warfare, commerce, and political fictions in ancient northeast Africa / by George Hatke. "	f	Africa	et	Ethiopia	--		8	38	D	T	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692274
"Drinking smoke : the tobacco syndemic in Oceania / Mac Marshall. "	p	Africa	--	Ethiopia	--		8	38	H	V	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692276
"Etruscan world / edited by Jean MacIntosh Turfa. "	e	Europe	it	Italy	--		42.8333	12.8333	D	G	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692277
"Forgotten ally : China's World War II, 1937-1945 / Rana Mitter. "	a	Asia	cc	China	--		35	105	D	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692278
"History of ancient Egypt : from the first farmers to the Great Pyramid / John Romer. "	f	Africa	ua	Egypt	--		27	30	D	T	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692281
"How to slowly kill yourself and others in America : essays / Kiese Laymon. "	n	North America	us	United States	ms	Mississippi	32.815	-89.7167	P	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692282
"Pascal the philosopher : an introduction / Graeme Hunter. "	e	Europe	fr	France	--		46	2	B	1	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692286
"Screen of kings : royal art and power in Ming China / Craig Clunas. "	a	Asia	cc	China	--		35	105	N	7	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692288
"Territorial rule in Colombia and the transformation of the Llanos Orientales / Jane M. Rausch. "	s	South America	ck	Colombia	--	 	4	-72	F	2	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692290
"Aesthetics of strangeness : eccentricity and madness in early modern Japan / W. Puck Brecher. "	a	Asia	ja	Japan	--		36	138	N	7	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692293
"After her / Joyce Maynard. "	n	North America	us	United States	ca	California	34.815	-92.3017	P	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692294
"Architect? : a candid guide to the profession / Roger K. Lewis. "	n	North America	us	United States	--		38	-97	N	A	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692296
"Being Protestant in Reformation Britain / Alec Ryrie. "	e	Europe	uk	Great Britain	--		54	-2	B	R	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692298
"Big crowd / Kevin Baker. "	n	North America	us	United States	ny	New York	42.965	-76.0167	P	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692299
"Building on critical traditions : adult education and learning in Canada / edited by Tom Nesbit ... [et al.]. "	n	North America	cn	Canada	--		60	-95	L	C	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692300
"Fighting for reliable evidence / Judith M. Gueron and Howard Rolston. "	n	North America	us	United States	--		38	-97	H	V	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692304
"Making sense of international relations theory / edited by Jennifer Sterling-Folker. "	a	Asia	iq	Iraq	--		33	44	J	Z	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692308
"Marijuana is safer : so why are we driving people to drink? / Steve Fox, National Policy Director, MPP, Paul Armentano, Deputy Director, NORML, Mason Tvert, Director of Communications, MPP. "	n	North America	us	United States	--		38	-97	H	V	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692310
"Modern Japanese women writers as artists as cultural critics : Miyamoto, O¿¿ba, Saegusa / Michiko Niikuni Wilson. "	a	Asia	ja	Japan	--		36	138	P	L	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692312
"Pregnant on arrival : making the illegal immigrant / Eithne Luibhe¿¿id. "	e	Europe	ie	Ireland	--		53	-8	J	V	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692314
"Democracy and Islam in Indonesia / edited by Mirjam Ku¿¿nkler and Alfred Stepan. "	a	Asia	io	Indonesia	--		-5	120	B	P	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692318
"Cronaca di un suicidio / Gianni Biondillo. "	e	Europe	it	Italy	--		42.8333	12.8333	P	Q	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692498
"Dal male all'amore : appunti sul viaggio di Dante Alighieri / Massimo Seriacopi. "	e	Europe	it	Italy	--		42.8333	12.8333	P	Q	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692502
"Male veniva dal mare : romanzo / di Giuseppe Conte. "	e	Europe	it	Italy	--		42.8333	12.8333	P	Q	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692504
"Come la penso / Andrea Camilleri. "	e	Europe	it	Italy	--		42.8333	12.8333	P	Q	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692506
"Sonetti / Giovanni Antonio de Petruciis ; a cura di Emiliano Picchiorri. "	e	Europe	it	Italy	--		42.8333	12.8333	P	Q	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692508
"Quell'attimo di felicita¿¿ / Federico Moccia. "	e	Europe	it	Italy	--		42.8333	12.8333	P	Q	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692527
"Arcangelo degli scacchi : vita segreta di Paul Morphy : romanzo / Paolo Maurensig. "	e	Europe	it	Italy	--		42.8333	12.8333	P	Q	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692530
"Tango alla fine del mondo : romanzo / Diego Cugia. "	e	Europe	it	Italy	--		42.8333	12.8333	P	Q	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692532
"Forging a consensus for a sustainable U.S. nuclear posture / study director, Clark A. Murdock ; authors, Stephanie Spies, John K. Warden. "	n	North America	us	United States	--		38	-97	U	2	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692538
"Beyond the last war : balancing ground forces and future challenges risk in USCENTCOM and USPACOM / project director, Nathan Freier ; program director, David Berteau ; contributing authors, Stephanie Sanok, Jacquelyn Guy, Curtis Buzzard, Errol Laumann, St"	n	North America	us	United States	--		38	-97	U	H	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4692540
"Butch queens up in pumps : gender, performance, and ballroom culture in Detroit / Marlon M. Bailey. "	n	North America	us	United States	mi	Michigan	45.0617	-84.9383	G	V	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697297
"Freedom's pragmatist : Lyndon Johnson and civil rights / Sylvia Ellis. "	n	North America	us	United States	--		38	-97	E	8	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697303
"Portrait of a party : the Conservative Party in Britain, 1918-1945 / Stuart Ball. "	e	Europe	uk	Great Britain	--		54	-2	J	N	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697308
"Portuguese film, 1930-1960 : the staging of the new state regime / Patricia Vieira ; translated by Ashley Caja. "	e	Europe	po	Portugal	--		39.5	-8	P	N	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697309
"Protocols of liberty : communication innovation and the American Revolution / William B. Warner. "	n	North America	us	United States	--		38	-97	E	2	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697310
"Therapeutic nations : healing in an age of indigenous human rights / Dian Million. "	n	North America	cn	Canada	--		60	-95	E	9	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697314
"Yakama rising : indigenous cultural revitalization, activism, and healing / Michelle M. Jacob. "	n	North America	us	United States	wa	Washington State	47.3333	-120.2683	E	9	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697315
"Bold and hardy race of men"" : the lives and literature of American whalemen / Jennifer Schell. "	n	North America	us	United States	--		38	-97	P	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697316
"Bleeding edge / Thomas Pynchon. "	n	North America	us	United States	ny	New York	42.965	-76.0167	P	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697318
"Enemies within : inside the NYPD's secret spying unit and Bin Laden's final plot against America / Matt Apuzzo and Adam Goldman. "	n	North America	us	United States	ny	New York	42.965	-76.0167	H	V	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697321
"Maroons of Prospect Bluff and their quest for freedom in the Atlantic world / Nathaniel Millett. "	n	North America	us	United States	fl	Florida	28.1333	-81.6317	E	4	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697325
